protocol,model_name,family_id,family_name,family_description,seed,num_gate_pass,gate_pass,gate_failure_category,gate_clean_fpr,gate_attacked_benign_fpr,gate_adv_malicious_recall,clean_fpr,attacked_benign_fpr,adv_malicious_recall,clean_f1,robust_f1,warm_threshold,selected_threshold,threshold_selection_mode,threshold_selected_adv_shortfall,warm_model_device,robust_model_device,attack_source_mode,attack_source_detail_prefit,attack_source_detail_val,hardneg_weight,maladv_weight,extra_topk_per_epsilon,n_aug_benign,n_aug_malicious,hardneg_cap_info,timing_seconds,files,final_rank
mqtt,catboost,C,recall_priority_control,bluetooth_recovery_tuned,42,67,True,none,True,True,True,7.961572145112921e-05,0.0006666666666666666,0.996,0.9988290259625052,0.9976627712854759,0.916387940958596,0.9579831580230546,gate_pass_lexicographic,0.0,cuda,cuda,fixed_xgb,fixed_xgb:mqtt_base,fixed_xgb:mqtt_base,2.0,2.25,800,1907,4000,"{'enabled': False, 'protocol': 'mqtt', 'sampled_benign_count': 4000, 'max_fraction': 0.5, 'before_rows': 1907, 'after_rows': 1907, 'capped': False, 'max_allowed_rows': 1907}","{'total': 81.64181685447693, 'warm_fit': 26.494061946868896, 'attack_gen': 28.524571418762207, 'robust_fit': 26.39356255531311, 'threshold_eval': 0.18284845352172852}","{'candidate_dir': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_catboost_C_seed_42', 'attack_stats_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_catboost_C_seed_42/attack_stats.csv', 'attack_preview_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_catboost_C_seed_42/attack_preview.csv', 'saved_model': ''}",11
mqtt,catboost,A,fpr_priority,strict_flip_only_low_weight,42,37,True,none,True,True,True,7.961572145112921e-05,0.0006666666666666666,0.9933333333333333,0.9971921760043598,0.9963223002340355,0.8862876075007842,0.96638653218947,gate_pass_lexicographic,0.0,cuda,cuda,fixed_xgb,fixed_xgb:mqtt_base,fixed_xgb:mqtt_base,1.5,1.5,0,1107,4000,"{'enabled': False, 'protocol': 'mqtt', 'sampled_benign_count': 4000, 'max_fraction': 0.5, 'before_rows': 1107, 'after_rows': 1107, 'capped': False, 'max_allowed_rows': 1107}","{'total': 81.13875079154968, 'warm_fit': 26.224966526031494, 'attack_gen': 28.428574800491333, 'robust_fit': 26.252559185028076, 'threshold_eval': 0.18727326393127441}","{'candidate_dir': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_catboost_A_seed_42', 'attack_stats_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_catboost_A_seed_42/attack_stats.csv', 'attack_preview_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_catboost_A_seed_42/attack_preview.csv', 'saved_model': ''}",12
mqtt,catboost,B,balanced,strict_flips_limited_near_miss_moderate_weight,42,56,True,none,True,True,True,7.961572145112921e-05,0.0006666666666666666,0.9926666666666667,0.9963598420622028,0.9959866220735786,0.9030100188545745,0.9747898857181622,gate_pass_lexicographic,0.0,cuda,cuda,fixed_xgb,fixed_xgb:mqtt_base,fixed_xgb:mqtt_base,2.0,2.0,500,1607,4000,"{'enabled': False, 'protocol': 'mqtt', 'sampled_benign_count': 4000, 'max_fraction': 0.5, 'before_rows': 1607, 'after_rows': 1607, 'capped': False, 'max_allowed_rows': 1607}","{'total': 81.74401569366455, 'warm_fit': 26.30740261077881, 'attack_gen': 28.435848236083984, 'robust_fit': 26.765409469604492, 'threshold_eval': 0.18933701515197754}","{'candidate_dir': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_catboost_B_seed_42', 'attack_stats_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_catboost_B_seed_42/attack_stats.csv', 'attack_preview_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_catboost_B_seed_42/attack_preview.csv', 'saved_model': ''}",13
mqtt,catboost,E,bluetooth_recovery_e,bluetooth_recovery_aggressive_recall,42,51,True,none,True,True,True,7.961572145112921e-05,0.0006666666666666666,0.9926666666666667,0.9960860592546907,0.9959866220735786,0.9130434639409521,0.9747898960689511,gate_pass_lexicographic,0.0,cuda,cuda,fixed_xgb,fixed_xgb:mqtt_base,fixed_xgb:mqtt_base,2.25,2.75,500,1607,4000,"{'enabled': False, 'protocol': 'mqtt', 'sampled_benign_count': 4000, 'max_fraction': 0.5, 'before_rows': 1607, 'after_rows': 1607, 'capped': False, 'max_allowed_rows': 1607}","{'total': 81.72417831420898, 'warm_fit': 26.698559999465942, 'attack_gen': 28.41627836227417, 'robust_fit': 26.375272750854492, 'threshold_eval': 0.18691062927246094}","{'candidate_dir': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_catboost_E_seed_42', 'attack_stats_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_catboost_E_seed_42/attack_stats.csv', 'attack_preview_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_catboost_E_seed_42/attack_preview.csv', 'saved_model': ''}",14
mqtt,catboost,D,bluetooth_recovery_d,bluetooth_recovery_conservative_plus,42,26,True,none,True,True,True,5.307714763408614e-05,0.0013333333333333333,0.9913333333333333,0.9970257491912644,0.9949815991970558,0.8896320879979739,0.9915966312326233,gate_pass_lexicographic,0.0,cuda,cuda,fixed_xgb,fixed_xgb:mqtt_base,fixed_xgb:mqtt_base,1.75,2.25,250,1357,4000,"{'enabled': False, 'protocol': 'mqtt', 'sampled_benign_count': 4000, 'max_fraction': 0.5, 'before_rows': 1357, 'after_rows': 1357, 'capped': False, 'max_allowed_rows': 1357}","{'total': 81.7746741771698, 'warm_fit': 26.552303791046143, 'attack_gen': 28.386940002441406, 'robust_fit': 26.58544087409973, 'threshold_eval': 0.2035820484161377}","{'candidate_dir': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_catboost_D_seed_42', 'attack_stats_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_catboost_D_seed_42/attack_stats.csv', 'attack_preview_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_catboost_D_seed_42/attack_preview.csv', 'saved_model': ''}",15
mqtt,mlp,B,balanced,strict_flips_limited_near_miss_moderate_weight,42,0,False,fpr_only,False,False,True,0.052307528993391895,0.08266666666666667,0.996,0.9759655957734593,0.9583066067992303,0.020066919288072638,0.016807368973488106,no_pass_adv_priority,0.0,cuda,cuda,fixed_xgb,fixed_xgb:mqtt_base,fixed_xgb:mqtt_base,2.0,2.0,500,1607,4000,"{'enabled': False, 'protocol': 'mqtt', 'sampled_benign_count': 4000, 'max_fraction': 0.5, 'before_rows': 1607, 'after_rows': 1607, 'capped': False, 'max_allowed_rows': 1607}","{'total': 43.852684020996094, 'warm_fit': 7.761646747589111, 'attack_gen': 28.151222467422485, 'robust_fit': 7.767259359359741, 'threshold_eval': 0.08323836326599121}","{'candidate_dir': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_mlp_B_seed_42', 'attack_stats_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_mlp_B_seed_42/attack_stats.csv', 'attack_preview_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_mlp_B_seed_42/attack_preview.csv', 'saved_model': ''}",16
mqtt,mlp,C,recall_priority_control,bluetooth_recovery_tuned,42,0,False,fpr_only,False,False,True,0.07972187574639739,0.122,0.9953333333333333,0.9650156424836154,0.9401763224181361,0.05016734857425155,0.016807561125046635,no_pass_adv_priority,0.0,cuda,cuda,fixed_xgb,fixed_xgb:mqtt_base,fixed_xgb:mqtt_base,2.0,2.25,800,1907,4000,"{'enabled': False, 'protocol': 'mqtt', 'sampled_benign_count': 4000, 'max_fraction': 0.5, 'before_rows': 1907, 'after_rows': 1907, 'capped': False, 'max_allowed_rows': 1907}","{'total': 43.9452691078186, 'warm_fit': 7.861891984939575, 'attack_gen': 28.14794945716858, 'robust_fit': 7.81096887588501, 'threshold_eval': 0.07979464530944824}","{'candidate_dir': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_mlp_C_seed_42', 'attack_stats_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_mlp_C_seed_42/attack_stats.csv', 'attack_preview_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_mlp_C_seed_42/attack_preview.csv', 'saved_model': ''}",17
mqtt,mlp,D,bluetooth_recovery_d,bluetooth_recovery_conservative_plus,42,0,False,fpr_only,False,False,True,0.13171094185398477,0.16533333333333333,0.9993333333333333,0.9444686289611447,0.9233138281490607,0.06020136573177853,0.008403523874058832,no_pass_adv_priority,0.0,cuda,cuda,fixed_xgb,fixed_xgb:mqtt_base,fixed_xgb:mqtt_base,1.75,2.25,250,1357,4000,"{'enabled': False, 'protocol': 'mqtt', 'sampled_benign_count': 4000, 'max_fraction': 0.5, 'before_rows': 1357, 'after_rows': 1357, 'capped': False, 'max_allowed_rows': 1357}","{'total': 44.1472749710083, 'warm_fit': 7.782535076141357, 'attack_gen': 28.274048805236816, 'robust_fit': 7.964797735214233, 'threshold_eval': 0.0814504623413086}","{'candidate_dir': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_mlp_D_seed_42', 'attack_stats_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_mlp_D_seed_42/attack_stats.csv', 'attack_preview_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_mlp_D_seed_42/attack_preview.csv', 'saved_model': ''}",18
mqtt,mlp,E,bluetooth_recovery_e,bluetooth_recovery_aggressive_recall,42,0,False,fpr_only,False,False,True,0.13322364056155622,0.172,0.9993333333333333,0.9438681034290431,0.9204789683758059,0.026755954041696745,0.008403575541266292,no_pass_adv_priority,0.0,cuda,cuda,fixed_xgb,fixed_xgb:mqtt_base,fixed_xgb:mqtt_base,2.25,2.75,500,1607,4000,"{'enabled': False, 'protocol': 'mqtt', 'sampled_benign_count': 4000, 'max_fraction': 0.5, 'before_rows': 1607, 'after_rows': 1607, 'capped': False, 'max_allowed_rows': 1607}","{'total': 44.1561005115509, 'warm_fit': 7.815338373184204, 'attack_gen': 28.245265245437622, 'robust_fit': 7.967455625534058, 'threshold_eval': 0.0822744369506836}","{'candidate_dir': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_mlp_E_seed_42', 'attack_stats_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_mlp_E_seed_42/attack_stats.csv', 'attack_preview_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_mlp_E_seed_42/attack_preview.csv', 'saved_model': ''}",19
mqtt,mlp,A,fpr_priority,strict_flip_only_low_weight,42,0,False,fpr_only,False,False,True,0.12536822271171147,0.18,0.9993333333333333,0.947053886184321,0.9171000305903947,0.02006691026616135,0.008406956293236042,no_pass_adv_priority,0.0,cuda,cuda,fixed_xgb,fixed_xgb:mqtt_base,fixed_xgb:mqtt_base,1.5,1.5,0,1107,4000,"{'enabled': False, 'protocol': 'mqtt', 'sampled_benign_count': 4000, 'max_fraction': 0.5, 'before_rows': 1107, 'after_rows': 1107, 'capped': False, 'max_allowed_rows': 1107}","{'total': 44.17733430862427, 'warm_fit': 8.029909372329712, 'attack_gen': 28.15968346595764, 'robust_fit': 7.863646984100342, 'threshold_eval': 0.08379244804382324}","{'candidate_dir': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_mlp_A_seed_42', 'attack_stats_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_mlp_A_seed_42/attack_stats.csv', 'attack_preview_csv': '/home/capstone15/reports/full_gpu_hpo_models_20260306_195851_protocol_multimodel_robust_matrix_v1_20260312_133527/candidates/coarse_mqtt_mlp_A_seed_42/attack_preview.csv', 'saved_model': ''}",20
