rank,feature,weight,gain,cover,total_gain,total_cover,mean_abs_contribution,protocol_hint,threshold
23,Duration,172.0,2.514411687850952,1735.5264892578125,432.4787902832031,298510.5625,0.032028667628765106,mqtt,0.8607712984085083
24,fin_flag_number,5.0,9.027395248413086,164.7610321044922,45.1369743347168,823.80517578125,0.029725119471549988,mqtt,0.8607712984085083
25,Weight,4.0,1.8567636013031006,218.482666015625,7.427054405212402,873.9306640625,0.01795210689306259,mqtt,0.8607712984085083
26,Variance,144.0,1.3185219764709473,292.6239013671875,189.86715698242188,42137.83984375,0.01736004464328289,mqtt,0.8607712984085083
27,TCP,6.0,2.0214853286743164,10.855582237243652,12.128911972045898,65.13349151611328,0.01074662059545517,mqtt,0.8607712984085083
28,Protocol Type,73.0,1.4366518259048462,7252.3486328125,104.87557983398438,529421.4375,0.008585479110479355,mqtt,0.8607712984085083
29,HTTPS,44.0,41.386295318603516,7596.16064453125,1820.9969482421875,334231.0625,0.007785503752529621,mqtt,0.8607712984085083
30,UDP,20.0,2.2286648750305176,2574.302490234375,44.57329559326172,51486.05078125,0.00047600961988791823,mqtt,0.8607712984085083
31,IPv,4.0,6.677395820617676,42.127685546875,26.709583282470703,168.5107421875,0.00033633410930633545,mqtt,0.8607712984085083
32,ARP,5.0,6.762595176696777,72.96330261230469,33.8129768371582,364.8165283203125,0.0002458904928062111,mqtt,0.8607712984085083
33,LLC,1.0,12.820545196533203,58.005332946777344,12.820545196533203,58.005332946777344,0.00018867097969632596,mqtt,0.8607712984085083
34,Drate,0.0,0.0,0.0,0.0,0.0,0.0,mqtt,0.8607712984085083
35,ece_flag_number,0.0,0.0,0.0,0.0,0.0,0.0,mqtt,0.8607712984085083
36,cwr_flag_number,0.0,0.0,0.0,0.0,0.0,0.0,mqtt,0.8607712984085083
37,HTTP,0.0,0.0,0.0,0.0,0.0,0.0,mqtt,0.8607712984085083
38,DNS,0.0,0.0,0.0,0.0,0.0,0.0,mqtt,0.8607712984085083
39,Telnet,0.0,0.0,0.0,0.0,0.0,0.0,mqtt,0.8607712984085083
40,SMTP,0.0,0.0,0.0,0.0,0.0,0.0,mqtt,0.8607712984085083
41,SSH,0.0,0.0,0.0,0.0,0.0,0.0,mqtt,0.8607712984085083
42,IRC,0.0,0.0,0.0,0.0,0.0,0.0,mqtt,0.8607712984085083
43,DHCP,0.0,0.0,0.0,0.0,0.0,0.0,mqtt,0.8607712984085083
44,ICMP,0.0,0.0,0.0,0.0,0.0,0.0,mqtt,0.8607712984085083
45,IGMP,0.0,0.0,0.0,0.0,0.0,0.0,mqtt,0.8607712984085083
1,IAT,501.0,242.29953002929688,1270.7491455078125,121392.0625,636645.3125,2.372161865234375,wifi,0.2261005938053131
2,Magnitue,120.0,62376.1484375,36042.1875,7485138.0,4325062.5,1.7241963148117065,wifi,0.2261005938053131
3,Tot size,110.0,21966.25,18259.04296875,2416287.5,2008494.75,1.535455346107483,wifi,0.2261005938053131
4,Number,140.0,772.9169921875,1389.3238525390625,108208.3828125,194505.34375,1.1791936159133911,wifi,0.2261005938053131
5,Weight,71.0,469.2386779785156,1241.7850341796875,33315.9453125,88166.734375,0.5915641784667969,wifi,0.2261005938053131
6,AVG,37.0,88191.2109375,38516.953125,3263074.75,1425127.25,0.5026902556419373,wifi,0.2261005938053131
7,Max,68.0,9315.486328125,7348.98828125,633453.0625,499731.1875,0.3046016991138458,wifi,0.2261005938053131
8,fin_count,186.0,104.79161071777344,1930.1090087890625,19491.240234375,359000.28125,0.2901308834552765,wifi,0.2261005938053131
9,Rate,195.0,260.1266174316406,7876.82373046875,50724.6875,1535980.625,0.2868865132331848,wifi,0.2261005938053131
10,Variance,99.0,1128.2860107421875,10241.041015625,111700.3125,1013863.0625,0.2190137505531311,wifi,0.2261005938053131
11,rst_count,242.0,444.8598937988281,9852.013671875,107656.09375,2384187.25,0.2124345749616623,wifi,0.2261005938053131
12,syn_count,116.0,51.35879135131836,300.3882141113281,5957.61962890625,34845.03125,0.20406371355056763,wifi,0.2261005938053131
13,Duration,162.0,81.0997543334961,4421.34912109375,13138.16015625,716258.5625,0.16460655629634857,wifi,0.2261005938053131
14,Min,32.0,848.5972290039062,1789.9757080078125,27155.111328125,57279.22265625,0.1560729742050171,wifi,0.2261005938053131
15,Srate,68.0,128.88446044921875,3100.406005859375,8764.1435546875,210827.609375,0.10631933063268661,wifi,0.2261005938053131
16,HTTPS,97.0,238.7333526611328,11332.84375,23157.134765625,1099285.875,0.09751355648040771,wifi,0.2261005938053131
17,psh_flag_number,25.0,845.8768920898438,21361.099609375,21146.921875,534027.5,0.09017553180456161,wifi,0.2261005938053131
18,Protocol Type,16.0,176.39622497558594,7993.91064453125,2822.339599609375,127902.5703125,0.08681881427764893,wifi,0.2261005938053131
19,Header_Length,66.0,125.34838104248047,1356.6622314453125,8272.9931640625,89539.7109375,0.07236730307340622,wifi,0.2261005938053131
20,ack_flag_number,71.0,742.5308227539062,1113.0313720703125,52719.6875,79025.2265625,0.06521961092948914,wifi,0.2261005938053131
21,Tot sum,27.0,51.410213470458984,1067.5379638671875,1388.0758056640625,28823.525390625,0.06266315281391144,wifi,0.2261005938053131
22,Covariance,31.0,1378.0152587890625,1879.475830078125,42718.47265625,58263.75,0.04733043164014816,wifi,0.2261005938053131
23,syn_flag_number,103.0,758.1472778320312,20465.94921875,78089.171875,2107992.75,0.04441794753074646,wifi,0.2261005938053131
24,ack_count,52.0,94.15380859375,301.8065490722656,4895.998046875,15693.9404296875,0.039854273200035095,wifi,0.2261005938053131
25,ARP,77.0,362.004150390625,23570.44921875,27874.3203125,1814924.625,0.03705894947052002,wifi,0.2261005938053131
26,Radius,16.0,308.2802429199219,645.4743041992188,4932.48388671875,10327.5888671875,0.036340560764074326,wifi,0.2261005938053131
27,Std,8.0,264.5189208984375,529.7872924804688,2116.1513671875,4238.29833984375,0.02905888296663761,wifi,0.2261005938053131
28,rst_flag_number,75.0,204.10072326660156,10738.1796875,15307.5537109375,805363.5,0.021814260631799698,wifi,0.2261005938053131
29,UDP,7.0,56.949676513671875,400.8740539550781,398.6477355957031,2806.118408203125,0.020712390542030334,wifi,0.2261005938053131
30,IPv,35.0,258.65301513671875,20313.4296875,9052.85546875,710970.0625,0.016084464266896248,wifi,0.2261005938053131
31,HTTP,26.0,31.291799545288086,2426.377197265625,813.5867919921875,63085.8046875,0.015705222263932228,wifi,0.2261005938053131
32,TCP,4.0,66.69158172607422,227.546875,266.7663269042969,910.1875,0.011554068885743618,wifi,0.2261005938053131
33,ICMP,47.0,1359.0938720703125,40938.98046875,63877.4140625,1924132.0,0.009736928157508373,wifi,0.2261005938053131
34,LLC,8.0,613.9820556640625,35116.015625,4911.8564453125,280928.125,0.006719100289046764,wifi,0.2261005938053131
35,DNS,3.0,39.75999069213867,170.63577270507812,119.27997589111328,511.9073181152344,0.001891202526167035,wifi,0.2261005938053131
36,Drate,0.0,0.0,0.0,0.0,0.0,0.0,wifi,0.2261005938053131
37,fin_flag_number,0.0,0.0,0.0,0.0,0.0,0.0,wifi,0.2261005938053131
38,ece_flag_number,0.0,0.0,0.0,0.0,0.0,0.0,wifi,0.2261005938053131
39,cwr_flag_number,0.0,0.0,0.0,0.0,0.0,0.0,wifi,0.2261005938053131
40,Telnet,0.0,0.0,0.0,0.0,0.0,0.0,wifi,0.2261005938053131
41,SMTP,0.0,0.0,0.0,0.0,0.0,0.0,wifi,0.2261005938053131
42,SSH,0.0,0.0,0.0,0.0,0.0,0.0,wifi,0.2261005938053131
43,IRC,0.0,0.0,0.0,0.0,0.0,0.0,wifi,0.2261005938053131
44,DHCP,0.0,0.0,0.0,0.0,0.0,0.0,wifi,0.2261005938053131
45,IGMP,0.0,0.0,0.0,0.0,0.0,0.0,wifi,0.2261005938053131
