source_relpath,protocol_hint,attack_name,attack_family,label,source_row_index,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,protocol_used,score_attack,threshold,prediction,case_id
Bluetooth/attacks/csv/test/Bluetooth_DoS_test.pcap.csv,bluetooth,Bluetooth_DoS,Other,1,3,5.6,0.0,0.0,142.45919102876627,0.0,142.45919102876627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,606.0,12.0,36.0,23.75685947502439,11.99500657098475,24.0,0.0059023857116699,25.5,4.874035363683192,11.99500657098475,0.0,0.0,0.0,bluetooth,0.5491827726364136,0.998250424861908,0,bluetooth_FN_003
Bluetooth/attacks/csv/test/Bluetooth_DoS_test.pcap.csv,bluetooth,Bluetooth_DoS,Other,1,4,4.2,0.0,0.0,145.7411290573903,0.0,145.7411290573903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,846.0,12.0,36.0,23.82743930872963,11.997501602854468,24.0,0.0090008020401,35.5,4.88130338086822,11.997501602854468,0.0,0.0,0.0,bluetooth,0.5491827726364136,0.998250424861908,0,bluetooth_FN_004
WiFI_and_MQTT/attacks/csv/test/MQTT-DDoS-Connect_Flood_test.pcap.csv,mqtt,MQTT-DDoS-Connect_Flood,DDoS,1,1,88.1,6.0,64.0,365599.2407537501,365599.2407537501,0.0,0.12,0.17,0.24,0.16,0.6,0.0,0.0,0.12,0.17,0.31,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,713.38,60.94,77.58,68.42469206163634,5.929567678369215,66.5,101600456.74997827,9.5,11.692729262208417,8.38617788174865,46.4826570675313,0.93,141.55,mqtt,0.9999979734420776,0.8607712984085083,1,mqtt_TP_001
WiFI_and_MQTT/attacks/csv/test/MQTT-DDoS-Connect_Flood_test.pcap.csv,mqtt,MQTT-DDoS-Connect_Flood,DDoS,1,2,98.69,6.0,64.0,173299.3495528593,173299.3495528593,0.0,0.16,0.17,0.28,0.23,0.69,0.0,0.0,0.16,0.17,0.4,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,692.09,59.08,73.78,66.11540543340388,5.319531965796487,65.31,84667047.2917197,9.5,11.491471193202509,7.499204269366774,40.138856529575065,0.9,141.55,mqtt,0.9999983310699463,0.8607712984085083,1,mqtt_TP_002
WiFI_and_MQTT/attacks/csv/test/MQTT-DDoS-Connect_Flood_test.pcap.csv,mqtt,MQTT-DDoS-Connect_Flood,DDoS,1,3,129.7,6.0,64.0,25389.13526571046,25389.13526571046,0.0,0.31,0.21,0.08,0.26,0.76,0.0,0.0,0.31,0.21,0.14,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,733.14,62.65,79.38,69.71557420683892,5.981992585034179,69.55,84667047.29178856,9.5,11.804752260935818,8.460064505522773,44.83621638805607,0.93,141.55,mqtt,0.9999983310699463,0.8607712984085083,1,mqtt_TP_003
WiFI_and_MQTT/attacks/csv/test/MQTT-DDoS-Connect_Flood_test.pcap.csv,mqtt,MQTT-DDoS-Connect_Flood,DDoS,1,4,98.67,6.0,64.0,81750.71556831652,81750.71556831652,0.0,0.18,0.17,0.16,0.26,0.76,0.0,0.0,0.18,0.17,0.16,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,701.48,61.81,76.3,66.89802262048238,5.176418716321328,67.12,84667047.29194568,9.5,11.56048902950993,7.306211991829068,41.10905486140405,0.91,141.55,mqtt,0.9999986886978149,0.8607712984085083,1,mqtt_TP_004
WiFI_and_MQTT/attacks/csv/test/MQTT-Malformed_Data_test.pcap.csv,mqtt,MQTT-Malformed_Data,Malformed,1,1,87.7,6.0,81.5,20.97919051653261,20.97919051653261,0.0,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,415.7,57.0,89.5,71.5784126984127,12.215942726807665,82.1,169323398.0910978,5.5,11.944681887155012,17.27595188142437,193.0580964978584,0.9,38.5,mqtt,0.7702575325965881,0.8607712984085083,0,mqtt_FN_001
WiFI_and_MQTT/attacks/csv/test/MQTT-Malformed_Data_test.pcap.csv,mqtt,MQTT-Malformed_Data,Malformed,1,3,227.7,6.0,81.1,8.522087826590774,8.522087826590774,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,378.4,54.0,74.1,65.71813492063492,7.304789905827326,74.0,0.096679401397705,5.5,11.452312652077715,10.330532955107088,64.96349696082136,0.9,38.5,mqtt,0.6555973291397095,0.8607712984085083,0,mqtt_FN_002
WiFI_and_MQTT/attacks/csv/test/MQTT-Malformed_Data_test.pcap.csv,mqtt,MQTT-Malformed_Data,Malformed,1,4,266.0,6.0,64.0,3.6015709898757984,3.6015709898757984,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1176.6,54.0,111.0,75.88829063050812,14.609272677849503,79.3,169323398.191096,13.5,12.32393297290808,20.686660203234776,214.4572473065835,1.0,244.6,mqtt,0.06308868527412415,0.8607712984085083,0,mqtt_FN_003
WiFI_and_MQTT/attacks/csv/test/MQTT-Malformed_Data_test.pcap.csv,mqtt,MQTT-Malformed_Data,Malformed,1,68,782.0,6.0,64.0,4.176785304817699,4.176785304817699,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1189.5,66.0,111.0,77.01298344113746,15.301545051497303,74.2,169323398.29860482,13.5,12.413992795627314,21.66953301612806,235.3468954242768,1.0,244.6,mqtt,0.35122549533843994,0.8607712984085083,0,mqtt_FN_004
WiFI_and_MQTT/attacks/csv/test/ARP_Spoofing_test.pcap.csv,wifi,ARP_Spoofing,Spoofing,1,1,3609.0,17.0,64.0,212.9614977723726,212.9614977723726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3609.0,154.8,1228.4,610.0088888888888,487.4092996797132,673.2,169402747.0809622,5.5,34.69535543626026,689.3008420338226,279086.09952733683,0.9,38.5,wifi,0.240467831492424,0.2261005938053131,1,wifi_TP_001
WiFI_and_MQTT/attacks/csv/test/ARP_Spoofing_test.pcap.csv,wifi,ARP_Spoofing,Spoofing,1,2,9531.4,17.0,64.0,442.954430116393,442.954430116393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9531.4,118.0,1414.0,619.8201443894943,511.5185665607868,500.4,169402747.0853638,13.5,35.198403901137894,725.0486761770828,264633.89642192645,1.0,244.6,wifi,0.9719546437263489,0.2261005938053131,1,wifi_TP_002
WiFI_and_MQTT/attacks/csv/test/ARP_Spoofing_test.pcap.csv,wifi,ARP_Spoofing,Spoofing,1,4,129.2,6.0,64.0,105851.13694510877,105851.13694510877,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2457.9,66.0,486.0,161.31149976614375,161.9864277192771,81.3,169402747.0924886,13.5,17.959288319801555,229.5424702546504,26471.574324152887,1.0,244.6,wifi,0.997201681137085,0.2261005938053131,1,wifi_TP_003
WiFI_and_MQTT/attacks/csv/test/ARP_Spoofing_test.pcap.csv,wifi,ARP_Spoofing,Spoofing,1,6,7038.8,6.8,25.6,125.60343724602716,125.60343724602716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.4,0.4,4198.6,44.4,694.0,275.3969653879832,216.39395674444032,210.6,169402747.1199928,13.5,23.384147298163764,305.9546580085725,46819.25409875538,1.0,244.6,wifi,0.9713369607925415,0.2261005938053131,1,wifi_TP_004
WiFI_and_MQTT/attacks/csv/test/Benign_test.pcap.csv,wifi,Benign,Benign,0,1,138.2,7.1,83.1,39123.05453996038,39123.05453996038,0.0,0.0,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,616.4,85.8,246.0,130.13365079365082,58.51391219277258,99.0,169470306.4464075,5.5,15.95478596799821,82.7511682105274,3899.5716921138815,0.9,38.5,wifi,0.0007601974066346884,0.2261005938053131,0,wifi_TN_001
WiFI_and_MQTT/attacks/csv/test/Benign_test.pcap.csv,wifi,Benign,Benign,0,2,86.0,4.2,44.8,72928.09597306684,72928.09597306684,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.7,0.7,1377.6,58.8,246.0,89.68816502984461,44.5567924447332,64.4,169470306.4640333,13.5,13.4052426189585,63.022662445484194,1993.7125353671672,1.0,244.6,wifi,0.0015702896052971482,0.2261005938053131,0,wifi_TN_002
WiFI_and_MQTT/attacks/csv/test/Benign_test.pcap.csv,wifi,Benign,Benign,0,3,171.4,4.1,32.0,52552.111857037686,52552.111857037686,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.5,0.0,0.0,0.5,0.5,766.2,42.0,494.2,113.09285714285711,148.4857662557746,152.1,0.0910892009735107,5.5,14.40763167472539,209.99058445827768,42487.982727891154,0.9,38.5,wifi,0.022322360426187515,0.2261005938053131,0,wifi_TN_003
WiFI_and_MQTT/attacks/csv/test/Benign_test.pcap.csv,wifi,Benign,Benign,0,4,227.8,6.0,64.0,24502.56270408412,24502.56270408412,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1953.2,42.0,932.0,127.68034898967562,214.73290321595195,80.2,169470306.5464263,13.5,15.986909257054132,304.3174027000045,46658.6046090345,1.0,244.6,wifi,0.0005688922246918082,0.2261005938053131,0,wifi_TN_004
WiFI_and_MQTT/attacks/csv/test/Benign_test.pcap.csv,wifi,Benign,Benign,0,2293,13681.2,6.0,62.3,1.3180901503650155,1.3180901503650155,0.0,0.0,0.5,0.2,0.1,0.8,0.0,0.0,0.6,0.8,0.3,157.6,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,403.0,64.6,88.0,75.3829365079365,7.648553616297299,69.8,0.0643374919891357,5.5,12.272718750558528,10.816688256705422,67.34218361048121,0.9,38.5,wifi,0.23771439492702484,0.2261005938053131,1,wifi_FP_001
WiFI_and_MQTT/attacks/csv/test/ARP_Spoofing_test.pcap.csv,wifi,ARP_Spoofing,Spoofing,1,3,6372.4,11.5,64.0,28457.581789617405,28457.581789617405,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1379.5,117.8,486.0,279.24662698412703,176.0070571090169,201.5,0.0084564924240112,5.5,23.432540732799247,248.9115672369476,34444.026195751445,0.9,38.5,wifi,0.05011240765452385,0.2261005938053131,0,wifi_FN_001
WiFI_and_MQTT/attacks/csv/test/ARP_Spoofing_test.pcap.csv,wifi,ARP_Spoofing,Spoofing,1,5,12130.7,14.8,81.4,4896.846315088838,4896.846315088838,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1740.3,66.0,453.6,291.78511904761905,159.59455122388326,325.9,0.0115785837173461,5.5,23.749588685278898,225.7007788216633,28511.557769699542,0.9,38.5,wifi,0.010471452958881855,0.2261005938053131,0,wifi_FN_002
WiFI_and_MQTT/attacks/csv/test/ARP_Spoofing_test.pcap.csv,wifi,ARP_Spoofing,Spoofing,1,7,17802.9,17.0,64.0,99.89014475451576,99.89014475451576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1602.2,86.0,426.8,261.5211507936508,147.089049790484,319.1,0.0170562982559204,5.5,22.582309665827825,208.01532909027395,24176.441790989546,0.9,38.5,wifi,0.011139542795717716,0.2261005938053131,0,wifi_FN_003
WiFI_and_MQTT/attacks/csv/test/ARP_Spoofing_test.pcap.csv,wifi,ARP_Spoofing,Spoofing,1,9,20857.5,14.8,64.0,67.846200435996,67.846200435996,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1399.8,108.0,486.0,265.05599206349206,165.3682213072822,300.7,0.0137689113616943,5.5,22.77376592324665,233.8659813582739,30529.86867402053,0.9,38.5,wifi,0.012315139174461365,0.2261005938053131,0,wifi_FN_004
WiFI_and_MQTT/profiling/CSV/M1T_Camera_WAN_RECORDING.pcap.csv,wifi,Benign,Benign,0,95,108213.0,17.0,64.0,56.38185818968752,56.38185818968752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,341.0,62.0,62.0,62.0,0.0,62.0,0.0018059968948364,5.5,11.13552872566004,0.0,0.0,0.0,38.5,wifi,0.4432034194469452,0.2261005938053131,1,wifi_FP_002
WiFI_and_MQTT/profiling/CSV/M1T_Camera_WAN_RECORDING.pcap.csv,wifi,Benign,Benign,0,149,207893.0,17.0,64.0,79.14761978677434,79.14761978677434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,341.0,62.0,62.0,62.0,0.0,62.0,0.0026332855224609,5.5,11.13552872566004,0.0,0.0,0.0,38.5,wifi,0.43014806509017944,0.2261005938053131,1,wifi_FP_003
WiFI_and_MQTT/profiling/CSV/M1T_Camera_WAN_RECORDING.pcap.csv,wifi,Benign,Benign,0,151,209185.0,17.0,64.0,80.12219152331566,80.12219152331566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,341.0,62.0,62.0,62.0,0.0,62.0,0.0024697065353393,5.5,11.13552872566004,0.0,0.0,0.0,38.5,wifi,0.43014806509017944,0.2261005938053131,1,wifi_FP_004
