source_relpath,protocol_hint,attack_name,attack_family,label,source_row_index,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,protocol_used,score_attack,threshold,prediction
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,11,4.2,0.0,0.0,52.99405784950511,0.0,52.99405784950511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5017.5,8.0,262.0,47.58188259514185,64.08933085825088,22.1,0.0096983194351196,105.5,6.897691866367859,64.08933085825088,0.0,0.0,0.0,bluetooth,0.0017415389884263277,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,12,7.0,0.0,0.0,56.91137182203058,0.0,56.91137182203058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,5212.5,8.0,262.0,45.14257258074871,61.857739266933166,25.0,0.0010520935058593,115.5,6.718713108544742,61.857739266933166,0.0,0.0,0.0,bluetooth,0.008240371942520142,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,13,7.0,0.0,0.0,61.534739869237,0.0,61.534739869237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5455.0,8.0,262.0,43.47607442675583,59.7039487742633,23.4,0.0010787010192871,125.5,6.593555715289514,59.7039487742633,0.0,0.0,0.0,bluetooth,0.0021766412537544966,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,14,5.6,0.0,0.0,66.01075889556698,0.0,66.01075889556698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,5651.0,8.0,262.0,41.71641623414634,57.84909057407209,16.3,0.0015138864517211,135.5,6.458684879469795,57.84909057407209,0.0,0.0,0.0,bluetooth,0.0017415389884263277,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,15,0.0,0.0,0.0,66.18124074905128,0.0,66.18124074905128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5797.5,8.0,262.0,39.85604236607877,56.255135613374726,12.5,0.0159156084060668,145.5,6.313018737101442,56.255135613374726,0.0,0.0,0.0,bluetooth,0.0017415389884263277,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,16,5.6,0.0,0.0,69.89379244310888,0.0,69.89379244310888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,5938.0,8.0,262.0,38.19367146249001,54.793050463342354,16.7,0.0009696006774902,155.5,6.180022556884926,54.793050463342354,0.0,0.0,0.0,bluetooth,0.0017415389884263277,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,17,1.4,0.0,0.0,56.23249750321586,0.0,56.23249750321586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6083.2,8.0,262.0,36.764085274976,53.42465481215736,11.5,0.0835184097290039,165.5,6.063232131803267,53.42465481215736,0.0,0.0,0.0,bluetooth,0.0012708482099696994,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,18,7.0,0.0,0.0,56.175444166973136,0.0,56.175444166973136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6239.3,8.0,262.0,35.55352243634562,52.18739459901495,25.6,0.0162288904190063,175.5,5.962659610910677,52.18739459901495,0.0,0.0,0.0,bluetooth,0.008240371942520142,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,19,14.0,0.0,0.0,57.052409678169326,0.0,57.052409678169326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6643.9,8.0,262.0,35.8139289976276,50.84478268755719,44.7,0.0043881893157958,185.5,5.984461397340061,50.84478268755719,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,20,14.0,0.0,0.0,57.78915987426292,0.0,57.78915987426292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7076.1,8.0,262.0,36.19390730795262,49.588498305378565,41.9,0.0174750089645385,195.5,6.016133415176592,49.588498305378565,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,21,14.0,0.0,0.0,58.25878669886229,0.0,58.25878669886229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7511.6,8.0,262.0,36.5507128196836,48.42798118710677,46.9,0.0116434097290039,205.5,6.045705886397765,48.42798118710677,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,22,14.0,0.0,0.0,59.45774935051797,0.0,59.45774935051797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7983.7,8.0,262.0,37.045563680786174,47.34912827572528,47.5,0.0096518039703369,215.5,6.086496754830443,47.34912827572528,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,23,14.0,0.0,0.0,60.614659167900015,0.0,60.614659167900015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8437.9,8.0,262.0,37.41759384735645,46.32972613016568,43.7,0.0100071907043457,225.5,6.116988569607821,46.32972613016568,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,24,14.0,0.0,0.0,61.31245008975768,0.0,61.31245008975768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8884.6,8.0,262.0,37.72565960232148,45.37182828126316,44.4,0.0102941036224365,235.5,6.142118871548603,45.37182828126316,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,25,14.0,0.0,0.0,61.440945787462354,0.0,61.440945787462354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9321.5,8.0,262.0,37.96867138399247,44.473615522273214,43.3,0.0190881967544555,245.5,6.161869771327014,44.473615522273214,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,26,14.0,0.0,0.0,61.18196869300423,0.0,61.18196869300423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9751.8,8.0,262.0,38.16657460554568,43.64741228287341,44.8,0.0257309913635253,255.5,6.177906045937299,43.64741228287341,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,27,14.0,0.0,0.0,60.67178566035754,0.0,60.67178566035754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10192.0,8.0,262.0,38.38754534070608,42.85248489269474,42.4,0.0126204013824462,265.5,6.195767416302035,42.85248489269474,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,28,14.0,0.0,0.0,60.8650805022596,0.0,60.8650805022596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10617.4,8.0,262.0,38.538278385840215,42.10389153318447,42.3,0.017284607887268,275.5,6.207919455252363,42.10389153318447,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,29,14.0,0.0,0.0,61.46444887249614,0.0,61.46444887249614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11040.3,8.0,262.0,38.669845208063975,41.39989225637844,41.8,0.0117806911468505,285.5,6.218507866954249,41.39989225637844,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,30,14.0,0.0,0.0,61.94912765091834,0.0,61.94912765091834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11474.7,8.0,262.0,38.83089127543381,40.725976519075374,45.0,0.0089911937713623,295.5,6.231441822942226,40.725976519075374,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,31,14.0,0.0,0.0,62.94061356649379,0.0,62.94061356649379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11929.8,8.0,262.0,39.049639086379145,40.08350543805029,44.4,0.0059810161590576,305.5,6.248969800133251,40.08350543805029,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,32,14.0,0.0,0.0,64.12189601572129,0.0,64.12189601572129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12367.5,8.0,262.0,39.19937091113628,39.46969887852763,43.8,0.0076891899108886,315.5,6.2609391642523065,39.46969887852763,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,33,14.0,0.0,0.0,65.04170932614475,0.0,65.04170932614475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12802.8,8.0,262.0,39.332332552246505,38.898268056977294,44.2,0.0094073057174682,325.5,6.271548409578753,38.898268056977294,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,34,14.0,0.0,0.0,65.13988097851262,0.0,65.13988097851262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13253.4,8.0,262.0,39.50301344481496,38.34000121006776,44.5,0.0232774972915649,335.5,6.285140896777939,38.34000121006776,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,35,14.0,0.0,0.0,64.50054077618407,0.0,64.50054077618407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13686.8,8.0,262.0,39.61413700987154,37.80883465822375,41.7,0.0127453088760375,345.5,6.293975029935789,37.80883465822375,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,36,14.0,0.0,0.0,65.00151548453772,0.0,65.00151548453772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14103.8,8.0,262.0,39.67301170454914,37.31398907637187,42.6,0.0108999013900756,355.5,6.298651225507564,37.31398907637187,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,37,14.0,0.0,0.0,65.1573162342937,0.0,65.1573162342937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14546.2,8.0,262.0,39.79779417998817,36.82792135392168,45.6,0.018048095703125,365.5,6.308548541243712,36.82792135392168,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,38,14.0,0.0,0.0,65.45023426937011,0.0,65.45023426937011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15005.6,8.0,262.0,39.9612835412832,36.35555662803503,46.8,0.0097112894058227,375.5,6.321492612520927,36.35555662803503,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,39,14.0,0.0,0.0,65.94538282320477,0.0,65.94538282320477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15472.0,8.0,262.0,40.13443825094412,35.90172182460672,47.5,0.0086727142333984,385.5,6.335172874270574,35.90172182460672,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,40,14.0,0.0,0.0,66.09885185678256,0.0,66.09885185678256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15934.6,8.0,262.0,40.289625842762106,35.46945638750683,44.7,0.0141424894332885,395.5,6.347410655501138,35.46945638750683,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,41,14.0,0.0,0.0,66.59637744755186,0.0,66.59637744755186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16369.2,8.0,262.0,40.36776138602333,35.06415164579453,43.8,0.0122663974761962,405.5,6.353562442906096,35.06415164579453,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,42,14.0,0.0,0.0,67.07662950379587,0.0,67.07662950379587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16802.2,8.0,262.0,40.4384964608323,34.66649449110513,42.3,0.0103500127792358,415.5,6.359126769875482,34.66649449110513,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,43,14.0,0.0,0.0,67.28475666903404,0.0,67.28475666903404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17238.5,8.0,262.0,40.513352355164926,34.27863629461444,44.4,0.0102902889251708,425.5,6.365009695978338,34.27863629461444,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,44,14.0,0.0,0.0,67.96298171890474,0.0,67.96298171890474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17699.2,8.0,262.0,40.64089458663153,33.89992870528801,46.1,0.0092236042022705,435.5,6.3750206085775485,33.89992870528801,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
Bluetooth/attacks/csv/test/Bluetooth_Benign_test.pcap.csv,bluetooth,Bluetooth_Benign,Benign,0,45,14.0,0.0,0.0,68.20437254054127,0.0,68.20437254054127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18117.9,8.0,262.0,40.6686501515356,33.54636807737386,40.8,0.0175198078155517,445.5,6.377197447346246,33.54636807737386,0.0,0.0,0.0,bluetooth,0.002804017160087824,0.998250424861908,0
