error,feasible,fit_seconds,fpr_gap,meta_best_iteration,model,objective,params_json,protocol_hint,stage,status,threshold,trial,val_f1,val_fpr,val_pr_auc,val_precision,val_recall
,1,0.16063876706175506,0.0,18,xgboost,1.05,"{""colsample_bytree"": 0.923304831887997, ""gamma"": 0.00025448122865417375, ""learning_rate"": 0.024177537836100927, ""max_bin"": 256, ""max_depth"": 11, ""min_child_weight"": 7.192110457982032, ""n_estimators"": 1535, ""reg_alpha"": 0.392690757253521, ""reg_lambda"": 0.005419785410187634, ""subsample"": 0.9970532525055915}",bluetooth,coarse,ok,0.5706018805503845,11,1.0,0.0,1.0,1.0,1.0
,1,0.3407412429805845,0.0,249,xgboost,1.0499748697004723,"{""colsample_bytree"": 0.8776046333153519, ""gamma"": 0.0038261979428780373, ""learning_rate"": 0.02491206034662307, ""max_bin"": 256, ""max_depth"": 4, ""min_child_weight"": 16.784768574640264, ""n_estimators"": 1810, ""reg_alpha"": 0.0012804342538395952, ""reg_lambda"": 72.19724123881521, ""subsample"": 0.9656722925595779}",bluetooth,coarse,ok,0.28093206882476807,12,0.9999748712149767,0.0,0.9999999697099103,1.0,0.9999497436928334
,1,0.2030149179045111,0.0,36,xgboost,1.0499748697004723,"{""colsample_bytree"": 0.7695707645628856, ""gamma"": 0.003242198365794274, ""learning_rate"": 0.053261891443115925, ""max_bin"": 512, ""max_depth"": 10, ""min_child_weight"": 15.78512273054926, ""n_estimators"": 3396, ""reg_alpha"": 8.991427952074773, ""reg_lambda"": 35.244514286807714, ""subsample"": 0.7249984403687587}",bluetooth,refine,ok,0.24964246153831482,13,0.9999748712149767,0.0,0.9999999697099103,1.0,0.9999497436928334
,1,0.34124301094561815,0.0,36,xgboost,1.05,"{""colsample_bytree"": 0.6968758874906708, ""gamma"": 0.004756707199974291, ""learning_rate"": 0.013686682973756742, ""max_bin"": 256, ""max_depth"": 10, ""min_child_weight"": 5.9367618634751, ""n_estimators"": 3260, ""reg_alpha"": 2.062901157460386, ""reg_lambda"": 46.765648295282226, ""subsample"": 0.7519238903984177}",bluetooth,refine,ok,0.5841572284698486,14,1.0,0.0,1.0,1.0,1.0
,1,0.2033063960261643,0.0,49,xgboost,1.05,"{""colsample_bytree"": 0.742980149755672, ""gamma"": 0.015627533860536516, ""learning_rate"": 0.0277215473280206, ""max_bin"": 512, ""max_depth"": 11, ""min_child_weight"": 5.976161633528727, ""n_estimators"": 3381, ""reg_alpha"": 6.239970112303495, ""reg_lambda"": 75.95626080689571, ""subsample"": 0.7097737672884044}",bluetooth,refine,ok,0.38389852643013,15,1.0,0.0,1.0,1.0,1.0
,1,0.16627864888869226,0.0,36,xgboost,1.05,"{""colsample_bytree"": 0.8015558168058359, ""gamma"": 0.004875298658244519, ""learning_rate"": 0.07829111499674986, ""max_bin"": 256, ""max_depth"": 10, ""min_child_weight"": 11.249395509647519, ""n_estimators"": 2827, ""reg_alpha"": 15.29519279454534, ""reg_lambda"": 17.73768914893528, ""subsample"": 0.9386295730242076}",bluetooth,refine,ok,0.12739959359169006,16,1.0,0.0,1.0,1.0,1.0
,1,0.167481638956815,0.0,36,xgboost,1.05,"{""colsample_bytree"": 0.6434841220391383, ""gamma"": 0.00874089607313193, ""learning_rate"": 0.04438006619825829, ""max_bin"": 256, ""max_depth"": 11, ""min_child_weight"": 16.73276633865146, ""n_estimators"": 2941, ""reg_alpha"": 6.86812914255898, ""reg_lambda"": 36.74878525114035, ""subsample"": 0.9101363585793516}",bluetooth,refine,ok,0.33532971143722534,17,1.0,0.0,1.0,1.0,1.0
,1,0.16242798790335655,0.0,36,xgboost,1.05,"{""colsample_bytree"": 0.7782526865541918, ""gamma"": 0.013052084717265305, ""learning_rate"": 0.026080871566715583, ""max_bin"": 256, ""max_depth"": 13, ""min_child_weight"": 16.71799576162806, ""n_estimators"": 3575, ""reg_alpha"": 5.298469556814607, ""reg_lambda"": 45.1045631186457, ""subsample"": 0.876126445373208}",bluetooth,refine,ok,0.4299352169036865,18,1.0,0.0,1.0,1.0,1.0
,1,0.6615817539859563,0.0,1,catboost,1.05,"{""bagging_temperature"": 5.5023497381668225, ""border_count"": 64, ""depth"": 6, ""iterations"": 4096, ""l2_leaf_reg"": 26.70783005970333, ""learning_rate"": 0.10513401490614928, ""random_strength"": 1.1030041304926295}",bluetooth,coarse,ok,0.47686099588618563,1,1.0,0.0,1.0,1.0,1.0
,1,2.2154778072144836,0.0,1,catboost,1.05,"{""bagging_temperature"": 0.21583783384525823, ""border_count"": 128, ""depth"": 10, ""iterations"": 4032, ""l2_leaf_reg"": 25.4139097674536, ""learning_rate"": 0.1149031460077298, ""random_strength"": 2.651899797847663}",bluetooth,coarse,ok,0.49939338147601553,2,1.0,0.0,1.0,1.0,1.0
,1,1.2015874600037932,0.0,0,catboost,1.05,"{""bagging_temperature"": 2.4489243597075063, ""border_count"": 254, ""depth"": 5, ""iterations"": 2551, ""l2_leaf_reg"": 1.3260427784795872, ""learning_rate"": 0.030584065319747507, ""random_strength"": 1.8367769821072344}",bluetooth,coarse,ok,0.5301382678546638,3,1.0,0.0,1.0,1.0,1.0
,1,1.2925439048558474,0.0,1,catboost,1.05,"{""bagging_temperature"": 5.512568752193931, ""border_count"": 128, ""depth"": 6, ""iterations"": 3513, ""l2_leaf_reg"": 13.127449435679402, ""learning_rate"": 0.030685514549604772, ""random_strength"": 0.17197467156062654}",bluetooth,coarse,ok,0.5581010148308274,4,1.0,0.0,1.0,1.0,1.0
,1,1.6274080760776997,0.0,0,catboost,1.05,"{""bagging_temperature"": 5.392163603865976, ""border_count"": 254, ""depth"": 8, ""iterations"": 4126, ""l2_leaf_reg"": 2.4401764144818348, ""learning_rate"": 0.07182687352702657, ""random_strength"": 7.834911570714412}",bluetooth,coarse,ok,0.5341467062151479,5,1.0,0.0,1.0,1.0,1.0
,1,1.5949578110594302,0.0,1,catboost,1.05,"{""bagging_temperature"": 1.9712447635527313, ""border_count"": 254, ""depth"": 8, ""iterations"": 2367, ""l2_leaf_reg"": 1.6491049045550008, ""learning_rate"": 0.02017265685914492, ""random_strength"": 5.592218265341815}",bluetooth,coarse,ok,0.5176648922995073,6,1.0,0.0,1.0,1.0,1.0
,1,1.8862545490264893,0.0,0,catboost,1.05,"{""bagging_temperature"": 1.7117723170513606, ""border_count"": 254, ""depth"": 9, ""iterations"": 2996, ""l2_leaf_reg"": 24.72743680395678, ""learning_rate"": 0.024120390854526264, ""random_strength"": 1.7402035583981705}",bluetooth,coarse,ok,0.5077134509354959,7,1.0,0.0,1.0,1.0,1.0
,1,1.378847227199003,0.0,0,catboost,1.05,"{""bagging_temperature"": 0.7766090679682467, ""border_count"": 128, ""depth"": 7, ""iterations"": 2591, ""l2_leaf_reg"": 1.4904725586044199, ""learning_rate"": 0.022360366781648194, ""random_strength"": 0.07324471432463182}",bluetooth,coarse,ok,0.5132870936820896,8,1.0,0.0,1.0,1.0,1.0
,1,1.198787942994386,0.0,0,catboost,1.05,"{""bagging_temperature"": 2.4013133500360566, ""border_count"": 64, ""depth"": 5, ""iterations"": 3378, ""l2_leaf_reg"": 2.093675830493489, ""learning_rate"": 0.1836208150813254, ""random_strength"": 0.17414879793537233}",bluetooth,coarse,ok,0.655813107680107,9,1.0,0.0,1.0,1.0,1.0
,1,1.4490062601398677,0.0,0,catboost,1.05,"{""bagging_temperature"": 5.174541851460715, ""border_count"": 128, ""depth"": 7, ""iterations"": 4599, ""l2_leaf_reg"": 2.432702186060962, ""learning_rate"": 0.08047360070747082, ""random_strength"": 2.723594747494427}",bluetooth,coarse,ok,0.5650583780400004,10,1.0,0.0,1.0,1.0,1.0
,1,2.8169431251008064,0.0,0,catboost,1.05,"{""bagging_temperature"": 2.1140375606977155, ""border_count"": 64, ""depth"": 10, ""iterations"": 3405, ""l2_leaf_reg"": 1.5119844403848741, ""learning_rate"": 0.1563847911132937, ""random_strength"": 0.05007553063921258}",bluetooth,coarse,ok,0.6451364080124212,11,1.0,0.0,1.0,1.0,1.0
,1,2.7724082490894943,0.0,0,catboost,1.05,"{""bagging_temperature"": 5.969737377557617, ""border_count"": 128, ""depth"": 10, ""iterations"": 1400, ""l2_leaf_reg"": 1.372975214366038, ""learning_rate"": 0.08302732694189899, ""random_strength"": 0.09314852001385458}",bluetooth,coarse,ok,0.5371783928271192,12,1.0,0.0,1.0,1.0,1.0
,1,1.2749134709592909,0.0,1,catboost,1.05,"{""bagging_temperature"": 6.050889297185577, ""border_count"": 128, ""depth"": 5, ""iterations"": 4933, ""l2_leaf_reg"": 24.404620278836095, ""learning_rate"": 0.1731096228805019, ""random_strength"": 1.8135259419335412}",bluetooth,refine,ok,0.7077467710969186,13,1.0,0.0,1.0,1.0,1.0
,1,1.3848854859825224,0.0,0,catboost,1.05,"{""bagging_temperature"": 4.534301540765277, ""border_count"": 128, ""depth"": 7, ""iterations"": 4466, ""l2_leaf_reg"": 54.48602086495277, ""learning_rate"": 0.16708466578069628, ""random_strength"": 2.3825425504250393}",bluetooth,refine,ok,0.5226779449057914,14,1.0,0.0,1.0,1.0,1.0
,1,1.298926139017567,0.0,3,catboost,1.05,"{""bagging_temperature"": 5.469160017526942, ""border_count"": 254, ""depth"": 6, ""iterations"": 4677, ""l2_leaf_reg"": 17.476812072365778, ""learning_rate"": 0.09532486047978476, ""random_strength"": 1.5662620873666044}",bluetooth,refine,ok,0.47465021888778464,15,1.0,0.0,1.0,1.0,1.0
,1,1.2194019751623273,0.0,1,catboost,1.05,"{""bagging_temperature"": 5.917566132926501, ""border_count"": 128, ""depth"": 5, ""iterations"": 3975, ""l2_leaf_reg"": 17.758721303137428, ""learning_rate"": 0.16279556313495455, ""random_strength"": 1.2497174217680835}",bluetooth,refine,ok,0.7045340623203767,16,1.0,0.0,1.0,1.0,1.0
,1,1.3823853700887412,0.0,0,catboost,1.05,"{""bagging_temperature"": 3.9274380585125996, ""border_count"": 128, ""depth"": 7, ""iterations"": 3174, ""l2_leaf_reg"": 19.061120443749417, ""learning_rate"": 0.12392653960037986, ""random_strength"": 2.0837230073886785}",bluetooth,refine,ok,0.5371711242107226,17,1.0,0.0,1.0,1.0,1.0
,1,1.38533331383951,0.0,0,catboost,1.05,"{""bagging_temperature"": 5.0474140509850525, ""border_count"": 128, ""depth"": 7, ""iterations"": 3730, ""l2_leaf_reg"": 12.304308730856379, ""learning_rate"": 0.0725054865752313, ""random_strength"": 2.7116940945546744}",bluetooth,refine,ok,0.5305998877979774,18,1.0,0.0,1.0,1.0,1.0
,1,1.1489615379832685,0.0,23,lightgbm,1.05,"{""colsample_bytree"": 0.7550276767544056, ""learning_rate"": 0.024365921953296964, ""max_depth"": -1, ""min_child_samples"": 124, ""min_split_gain"": 0.29315760807056, ""n_estimators"": 1635, ""num_leaves"": 117, ""reg_alpha"": 0.009082814761926131, ""reg_lambda"": 33.69356611069478, ""subsample"": 0.8829224378291133, ""subsample_freq"": 1}",bluetooth,coarse,ok,0.5762888887213534,1,1.0,0.0,1.0,1.0,1.0
,1,0.5918233799748123,0.0,23,lightgbm,1.05,"{""colsample_bytree"": 0.6568123080492704, ""learning_rate"": 0.05201710467893842, ""max_depth"": 6, ""min_child_samples"": 43, ""min_split_gain"": 0.25908385760598973, ""n_estimators"": 4725, ""num_leaves"": 317, ""reg_alpha"": 0.6497968581959594, ""reg_lambda"": 0.008549686816400132, ""subsample"": 0.9778656987334209, ""subsample_freq"": 1}",bluetooth,coarse,ok,0.37315743209090274,2,1.0,0.0,1.0,1.0,1.0
,1,0.6068501060362905,0.0,53,lightgbm,1.05,"{""colsample_bytree"": 0.8407679509582456, ""learning_rate"": 0.05338764195777822, ""max_depth"": 12, ""min_child_samples"": 239, ""min_split_gain"": 0.44852724644126674, ""n_estimators"": 1484, ""num_leaves"": 249, ""reg_alpha"": 0.11392775400242552, ""reg_lambda"": 0.014887957527628863, ""subsample"": 0.8984568172855935, ""subsample_freq"": 1}",bluetooth,coarse,ok,0.2033077707767632,3,1.0,0.0,1.0,1.0,1.0
,1,0.7027441910468042,0.0,128,lightgbm,1.05,"{""colsample_bytree"": 0.909032340813247, ""learning_rate"": 0.02439753879717231, ""max_depth"": 14, ""min_child_samples"": 151, ""min_split_gain"": 0.6963317510196115, ""n_estimators"": 1341, ""num_leaves"": 84, ""reg_alpha"": 0.00024915197655755365, ""reg_lambda"": 0.27983903046700853, ""subsample"": 0.9477341781768618, ""subsample_freq"": 1}",bluetooth,coarse,ok,0.27849157438483374,4,1.0,0.0,1.0,1.0,1.0
,1,0.5565910739824176,0.0,12,lightgbm,1.05,"{""colsample_bytree"": 0.7560269400211725, ""learning_rate"": 0.020304944515059074, ""max_depth"": 14, ""min_child_samples"": 113, ""min_split_gain"": 0.121349314569134, ""n_estimators"": 4414, ""num_leaves"": 194, ""reg_alpha"": 0.0019135667086392558, ""reg_lambda"": 19.238824486085857, ""subsample"": 0.8532523443998744, ""subsample_freq"": 1}",bluetooth,coarse,ok,0.6899871873119582,5,1.0,0.0,1.0,1.0,1.0
,1,0.6651607570238411,0.0,96,lightgbm,1.05,"{""colsample_bytree"": 0.9503340183656748, ""learning_rate"": 0.020585215976505488, ""max_depth"": 10, ""min_child_samples"": 164, ""min_split_gain"": 0.9516539329769568, ""n_estimators"": 3901, ""num_leaves"": 112, ""reg_alpha"": 0.016989401504837763, ""reg_lambda"": 0.5808973251549507, ""subsample"": 0.7287617754169418, ""subsample_freq"": 1}",bluetooth,coarse,ok,0.1568951654947658,6,1.0,0.0,1.0,1.0,1.0
,1,0.7679326948709786,0.0,189,lightgbm,1.05,"{""colsample_bytree"": 0.9817355012343092, ""learning_rate"": 0.021091772526539095, ""max_depth"": 6, ""min_child_samples"": 332, ""min_split_gain"": 0.5521019092791467, ""n_estimators"": 4812, ""num_leaves"": 145, ""reg_alpha"": 0.012659543151025347, ""reg_lambda"": 5.491287023534886, ""subsample"": 0.9967471845854323, ""subsample_freq"": 1}",bluetooth,coarse,ok,0.30434522046029877,7,1.0,0.0,1.0,1.0,1.0
,1,0.6492857639677823,0.0,79,lightgbm,1.05,"{""colsample_bytree"": 0.8523801636055972, ""learning_rate"": 0.05047899060615863, ""max_depth"": 6, ""min_child_samples"": 317, ""min_split_gain"": 0.842989456172417, ""n_estimators"": 3139, ""num_leaves"": 214, ""reg_alpha"": 0.0016640217503152235, ""reg_lambda"": 20.267984973912384, ""subsample"": 0.6966243057859832, ""subsample_freq"": 1}",bluetooth,coarse,ok,0.17361872745229012,8,1.0,0.0,1.0,1.0,1.0
,1,0.6330403059255332,0.0,65,lightgbm,1.05,"{""colsample_bytree"": 0.7924547476793198, ""learning_rate"": 0.03927225087114628, ""max_depth"": -1, ""min_child_samples"": 221, ""min_split_gain"": 0.6591748499426606, ""n_estimators"": 2545, ""num_leaves"": 204, ""reg_alpha"": 0.016341275562977063, ""reg_lambda"": 0.1297920064972834, ""subsample"": 0.8593451269883217, ""subsample_freq"": 1}",bluetooth,coarse,ok,0.17666052797515708,9,1.0,0.0,1.0,1.0,1.0
,1,0.6070951060391963,0.0,29,lightgbm,1.05,"{""colsample_bytree"": 0.6525992606156937, ""learning_rate"": 0.062154431643681445, ""max_depth"": 12, ""min_child_samples"": 60, ""min_split_gain"": 0.05548081157003759, ""n_estimators"": 4691, ""num_leaves"": 54, ""reg_alpha"": 8.171280453230427, ""reg_lambda"": 23.382748656730904, ""subsample"": 0.8773076549586651, ""subsample_freq"": 1}",bluetooth,coarse,ok,0.3155068652427324,10,1.0,0.0,1.0,1.0,1.0
,1,0.5908443599473685,0.0,32,lightgbm,1.05,"{""colsample_bytree"": 0.8810316973331002, ""learning_rate"": 0.05611264505929237, ""max_depth"": 12, ""min_child_samples"": 141, ""min_split_gain"": 0.3984520005161112, ""n_estimators"": 1967, ""num_leaves"": 164, ""reg_alpha"": 0.192776581160148, ""reg_lambda"": 2.4433330484622653, ""subsample"": 0.8029605181463747, ""subsample_freq"": 1}",bluetooth,coarse,ok,0.16126140852615536,11,1.0,0.0,1.0,1.0,1.0
,1,0.5919671410229057,0.0,35,lightgbm,1.05,"{""colsample_bytree"": 0.7069433277929703, ""learning_rate"": 0.07334852410682503, ""max_depth"": 12, ""min_child_samples"": 243, ""min_split_gain"": 0.2075984985001773, ""n_estimators"": 2830, ""num_leaves"": 35, ""reg_alpha"": 0.0737631251529401, ""reg_lambda"": 6.616192886946269, ""subsample"": 0.8472807818063388, ""subsample_freq"": 1}",bluetooth,coarse,ok,0.16144606219795005,12,1.0,0.0,1.0,1.0,1.0
,1,0.736582055920735,0.0,160,lightgbm,1.05,"{""colsample_bytree"": 0.7814226698397152, ""learning_rate"": 0.028558244461936066, ""max_depth"": 6, ""min_child_samples"": 177, ""min_split_gain"": 0.3343426166218056, ""n_estimators"": 1243, ""num_leaves"": 132, ""reg_alpha"": 0.011256502773214714, ""reg_lambda"": 22.485506777648226, ""subsample"": 0.7970242509184668, ""subsample_freq"": 1}",bluetooth,refine,ok,0.14141695354659786,13,1.0,0.0,1.0,1.0,1.0
,1,0.6592535509262234,0.0,102,lightgbm,1.05,"{""colsample_bytree"": 0.815729973676379, ""learning_rate"": 0.015619283130894071, ""max_depth"": -1, ""min_child_samples"": 77, ""min_split_gain"": 0.30427733234713583, ""n_estimators"": 1852, ""num_leaves"": 103, ""reg_alpha"": 0.0037452498141873148, ""reg_lambda"": 40.8585621034459, ""subsample"": 0.9541701375552154, ""subsample_freq"": 1}",bluetooth,refine,ok,0.27623933801111594,14,1.0,0.0,1.0,1.0,1.0
,1,0.6020352561026812,0.0,42,lightgbm,1.05,"{""colsample_bytree"": 0.6642384727411795, ""learning_rate"": 0.045997745708084826, ""max_depth"": 12, ""min_child_samples"": 147, ""min_split_gain"": 0.6971561909028968, ""n_estimators"": 1587, ""num_leaves"": 85, ""reg_alpha"": 0.00759435099877901, ""reg_lambda"": 31.258392516937526, ""subsample"": 0.8411034505881171, ""subsample_freq"": 1}",bluetooth,refine,ok,0.3200693914045162,15,1.0,0.0,1.0,1.0,1.0
,1,0.5664834200870246,0.0,18,lightgbm,1.05,"{""colsample_bytree"": 0.7896469900292425, ""learning_rate"": 0.022574932184742384, ""max_depth"": 8, ""min_child_samples"": 95, ""min_split_gain"": 0.09673400195782517, ""n_estimators"": 1614, ""num_leaves"": 137, ""reg_alpha"": 0.009818982725525295, ""reg_lambda"": 34.337814207434185, ""subsample"": 0.783732064477275, ""subsample_freq"": 1}",bluetooth,refine,ok,0.6155802374406291,16,1.0,0.0,1.0,1.0,1.0
,1,0.5644841198809445,0.0,5,lightgbm,1.05,"{""colsample_bytree"": 0.7279693787900109, ""learning_rate"": 0.023182164857427256, ""max_depth"": 8, ""min_child_samples"": 91, ""min_split_gain"": 0.1298591894264732, ""n_estimators"": 1654, ""num_leaves"": 99, ""reg_alpha"": 0.009717665632116727, ""reg_lambda"": 32.01786951412967, ""subsample"": 0.9121178267120964, ""subsample_freq"": 1}",bluetooth,refine,ok,0.7695531705369218,17,1.0,0.0,1.0,1.0,1.0
,1,0.5686713769100606,0.0,12,lightgbm,1.05,"{""colsample_bytree"": 0.7415958521438559, ""learning_rate"": 0.03254100651355464, ""max_depth"": 12, ""min_child_samples"": 133, ""min_split_gain"": 0.28119698744646504, ""n_estimators"": 1748, ""num_leaves"": 79, ""reg_alpha"": 0.006406326212685962, ""reg_lambda"": 39.50697327872431, ""subsample"": 0.8679887981447708, ""subsample_freq"": 1}",bluetooth,refine,ok,0.6956052549045137,18,1.0,0.0,1.0,1.0,1.0
,1,10.446881571086124,0.0,,complex_mlp,1.0497236533039218,"{""batch_size"": 65536, ""depth"": 4, ""dropout"": 0.11050549614454053, ""lr"": 0.0002261680382706081, ""weight_decay"": 0.00016765281355586838, ""width"": 512}",bluetooth,coarse,ok,0.275797575712204,1,0.9997236666917879,0.002352941176470588,0.999999732242678,0.9994474860615802,1.0
,1,6.704877979122102,0.0,,complex_mlp,1.0480631506189018,"{""batch_size"": 65536, ""depth"": 3, ""dropout"": 0.3271846095586477, ""lr"": 0.00013344913695115948, ""weight_decay"": 1.0081565554870504e-05, ""width"": 256}",bluetooth,coarse,ok,0.34895065426826477,2,0.9981903182023828,0.0066310160427807486,0.9974566483303815,0.9984412711182623,0.9979394914061714
,1,6.172765988856554,0.0,,complex_mlp,1.0488558837590456,"{""batch_size"": 32768, ""depth"": 4, ""dropout"": 0.31425100538715733, ""lr"": 0.00010674190105753501, ""weight_decay"": 1.8537685694226683e-07, ""width"": 384}",bluetooth,coarse,ok,0.2698548138141632,3,0.9989202762084118,0.007700534759358289,0.9987121510126764,0.9981934059316505,0.9996482058498342
,1,6.678612205898389,0.0,,complex_mlp,1.049949734583221,"{""batch_size"": 65536, ""depth"": 2, ""dropout"": 0.1887026345589319, ""lr"": 0.0018236953017160135, ""weight_decay"": 2.576610813667392e-06, ""width"": 256}",bluetooth,coarse,ok,0.31223517656326294,4,0.9999497462184029,0.000427807486631016,0.9999997672963612,0.9998994974874372,1.0
,1,4.1095005290117115,0.0,,complex_mlp,1.05,"{""batch_size"": 16384, ""depth"": 3, ""dropout"": 0.164352213091565, ""lr"": 0.00047206403682544955, ""weight_decay"": 6.765101474374522e-07, ""width"": 512}",bluetooth,coarse,ok,0.507403552532196,5,1.0,0.0,1.0,1.0,1.0
,1,6.1842069120611995,0.0,,complex_mlp,1.0499748719726731,"{""batch_size"": 32768, ""depth"": 3, ""dropout"": 0.14608690811808267, ""lr"": 0.0006509421815041761, ""weight_decay"": 0.0003445056269246217, ""width"": 384}",bluetooth,coarse,ok,0.48359107971191406,6,0.999974872477825,0.000213903743315508,0.9999999898969605,0.9999497462184029,1.0
,1,6.67089543887414,0.0,,complex_mlp,1.0488691329115845,"{""batch_size"": 65536, ""depth"": 4, ""dropout"": 0.25235807876289723, ""lr"": 0.00010134984530669414, ""weight_decay"": 4.562283670930573e-06, ""width"": 256}",bluetooth,coarse,ok,0.3760211765766144,7,0.9988694319523654,0.005561497326203209,0.9999940191843784,0.9986937955287616,0.9990451301638356
,1,6.705430970992893,0.0,,complex_mlp,1.0495475091652962,"{""batch_size"": 65536, ""depth"": 3, ""dropout"": 0.14931565743057248, ""lr"": 0.0001615920637018107, ""weight_decay"": 2.1245392054230976e-05, ""width"": 640}",bluetooth,coarse,ok,0.35901039838790894,8,0.9995475568067564,0.0006417112299465241,0.9999990471707941,0.9998491400985619,0.9992461553925017
,1,6.729978465940803,0.0,,complex_mlp,1.049924613512291,"{""batch_size"": 65536, ""depth"": 3, ""dropout"": 0.15261689589386981, ""lr"": 0.0005540131687589374, ""weight_decay"": 4.54839234475991e-07, ""width"": 512}",bluetooth,refine,ok,0.30026647448539734,9,0.9999246212216387,0.0006417112299465241,0.9999998458130454,0.9998492538063414,1.0
