iter	Logloss
1330	0.001925306925
1335	0.0019226581
1340	0.001920155848
1345	0.00191768272
1350	0.001914822549
1355	0.00191261233
1360	0.001909989446
1365	0.001907978637
1370	0.001904990035
1375	0.001902682737
1380	0.001900062081
1385	0.001897638288
1390	0.001895585465
1395	0.001893715341
1400	0.00189093904
1405	0.001888211278
1410	0.001884880831
1415	0.001881913873
1420	0.001878604592
1425	0.001876132578
1430	0.00187333702
1435	0.001870665437
1440	0.00186841018
1445	0.001865955672
1450	0.001863650921
1455	0.00186145025
1460	0.001859334882
1465	0.001857300679
1470	0.001855041761
1475	0.001851991411
1480	0.001850366849
1485	0.001848619427
1490	0.001846659226
1495	0.001844386145
1499	0.0018414577
