protocol_hint,feature,lower_bound,upper_bound,is_locked,lock_reason,sample_rows,sample_min,sample_max,sample_p_low,sample_p_high,sample_unique_count
bluetooth,Tot size,17.298999252319337,47.70100074768064,0,,3000,10.100000381469727,84.5999984741211,17.298999252319337,47.70100074768064,224
bluetooth,Tot sum,24316.4527734375,23647904.0,0,,3000,604.9000244140625,24025616.0,24316.4527734375,23647904.0,3000
bluetooth,UDP,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
bluetooth,Variance,0.0,0.0,1,auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
bluetooth,Weight,0.0,0.0,1,auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
bluetooth,ack_count,0.0,0.0,1,auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
bluetooth,ack_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
bluetooth,cwr_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
bluetooth,ece_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
bluetooth,fin_count,0.0,0.0,1,auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
bluetooth,fin_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
bluetooth,psh_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
bluetooth,rst_count,0.0,0.0,1,auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
bluetooth,rst_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
bluetooth,syn_count,0.0,0.0,1,auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
bluetooth,syn_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
mqtt,ARP,0.0,0.4000000059604645,1,semantic|auto_low_cardinality,3000,0.0,1.0,0.0,0.4000000059604645,11
mqtt,AVG,61.83063854217529,1021.9527722167959,0,,3000,51.64392852783203,1494.0,61.83063854217529,1021.9527722167959,2811
mqtt,Covariance,0.0,274832.02749999997,0,,3000,0.0,478893.46875,0.0,274832.02749999997,2796
mqtt,DHCP,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
mqtt,DNS,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
mqtt,Drate,0.0,0.0,1,auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
mqtt,Duration,38.400001525878906,65.92430358886685,0,,3000,0.0,211.1999969482422,38.400001525878906,65.92430358886685,34
mqtt,HTTP,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
mqtt,HTTPS,0.0,0.06039999868719824,1,semantic|auto_low_cardinality,3000,0.0,1.0,0.0,0.06039999868719824,16
mqtt,Header_Length,119.82970184326172,846542.1874999993,0,,3000,0.0,9055550.0,119.82970184326172,846542.1874999993,2983
mqtt,IAT,1.3898849310862715e-05,170084881.12,0,,3000,3.3855437777674524e-06,170085376.0,1.3898849310862715e-05,170084881.12,772
mqtt,ICMP,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
mqtt,IGMP,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
mqtt,IPv,0.6000000238418579,1.0,1,semantic|auto_low_cardinality,3000,0.0,1.0,0.6000000238418579,1.0,11
mqtt,IRC,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
mqtt,LLC,0.6000000238418579,1.0,1,semantic|auto_low_cardinality,3000,0.0,1.0,0.6000000238418579,1.0,11
mqtt,Magnitue,11.112208890914918,44.096578521728475,0,,3000,10.12912654876709,54.662601470947266,11.112208890914918,44.096578521728475,2801
mqtt,Max,67.19999694824219,1486.1565051269524,0,,3000,58.20000076293945,1514.0,67.19999694824219,1486.1565051269524,1408
mqtt,Min,42.0,415.1414950561518,0,,3000,42.0,1494.0,42.0,415.1414950561518,1007
mqtt,Number,5.5,13.5,0,,3000,5.5,13.5,5.5,13.5,7
mqtt,Protocol Type,3.5999999046325684,7.099999904632568,1,semantic,3000,0.0,8.199999809265137,3.5999999046325684,7.099999904632568,16
mqtt,Radius,0.0,665.8036614990222,0,,3000,0.0,978.3026733398438,0.0,665.8036614990222,2796
mqtt,Rate,0.006260505151003599,86994.52117187332,0,,3000,0.0006426245672628284,502987.4375,0.006260505151003599,86994.52117187332,2995
mqtt,SMTP,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
mqtt,SSH,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
mqtt,Srate,0.006260505151003599,86994.52117187332,0,,3000,0.0006426245672628284,502987.4375,0.006260505151003599,86994.52117187332,2995
mqtt,Std,0.0,470.75383331298747,0,,3000,0.0,690.8259887695312,0.0,470.75383331298747,2805
mqtt,TCP,0.6000000238418579,1.0,1,semantic|auto_low_cardinality,3000,0.0,1.0,0.6000000238418579,1.0,12
mqtt,Telnet,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
mqtt,Tot size,61.61979892730713,1005.5798095703109,0,,3000,52.79999923706055,1494.0,61.61979892730713,1005.5798095703109,1307
mqtt,Tot sum,364.9979998779297,10173.232294921869,0,,3000,294.6000061035156,23157.0,364.9979998779297,10173.232294921869,2542
mqtt,UDP,0.0,0.10000000149011612,1,semantic|auto_low_cardinality,3000,0.0,0.20000000298023224,0.0,0.10000000149011612,4
mqtt,Variance,0.0,1.0,0,,3000,0.0,1.0,0.0,1.0,87
mqtt,Weight,38.5,244.60000610351562,0,,3000,38.5,244.60000610351562,38.5,244.60000610351562,7
mqtt,ack_count,0.0,1.8202000522613477,0,,3000,0.0,2.9100000858306885,0.0,1.8202000522613477,206
mqtt,ack_flag_number,0.3499999940395355,1.0,1,semantic,3000,0.0,1.0,0.3499999940395355,1.0,78
mqtt,cwr_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
mqtt,ece_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
mqtt,fin_count,0.0,12.540399961471548,0,,3000,0.0,26.030000686645508,0.0,12.540399961471548,294
mqtt,fin_flag_number,0.0,0.4001000058650947,1,semantic,3000,0.0,0.6899999976158142,0.0,0.4001000058650947,60
mqtt,psh_flag_number,0.0,1.0,1,semantic,3000,0.0,1.0,0.0,1.0,102
mqtt,rst_count,1.3499000239372254,9992.912802734361,0,,3000,0.0,11216.7001953125,1.3499000239372254,9992.912802734361,2283
mqtt,rst_flag_number,0.0,0.5299999713897705,1,semantic,3000,0.0,0.7400000095367432,0.0,0.5299999713897705,71
mqtt,syn_count,0.0,2.9401000571250893,0,,3000,0.0,3.759999990463257,0.0,2.9401000571250893,293
mqtt,syn_flag_number,0.0,0.4399999976158142,1,semantic,3000,0.0,0.7699999809265137,0.0,0.4399999976158142,61
wifi,ARP,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,1.0,0.0,0.0,10
wifi,AVG,42.0,471.6903225708002,0,,3000,42.0,1544.56884765625,42.0,471.6903225708002,628
wifi,Covariance,0.0,121403.52164062354,0,,3000,0.0,585465.8125,0.0,121403.52164062354,564
wifi,DHCP,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.009999999776482582,0.0,0.0,2
wifi,DNS,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.6000000238418579,0.0,0.0,6
wifi,Drate,0.0,0.0,1,auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
wifi,Duration,59.78599925994873,104.48820335388164,0,,3000,0.0,248.0,59.78599925994873,104.48820335388164,153
wifi,HTTP,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,1.0,0.0,0.0,5
wifi,HTTPS,0.0,0.6000000238418579,1,semantic,3000,0.0,1.0,0.0,0.6000000238418579,33
wifi,Header_Length,0.0,1537968.566249972,0,,3000,0.0,8569654.0,0.0,1537968.566249972,1485
wifi,IAT,0.00014536690418026413,169900144.48,0,,3000,0.0,170117616.0,0.00014536690418026413,169900144.48,370
wifi,ICMP,0.0,1.0,1,semantic,3000,0.0,1.0,0.0,1.0,34
wifi,IGMP,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
wifi,IPv,1.0,1.0,1,semantic|auto_low_cardinality,3000,0.0,1.0,1.0,1.0,10
wifi,IRC,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.10000000149011612,0.0,0.0,3
wifi,LLC,1.0,1.0,1,semantic|auto_low_cardinality,3000,0.0,1.0,1.0,1.0,10
wifi,Magnitue,9.165151596069336,30.505554485321028,0,,3000,9.165151596069336,55.569400787353516,9.165151596069336,30.505554485321028,619
wifi,Max,42.0,1230.1199999999972,0,,3000,42.0,2882.0,42.0,1230.1199999999972,432
wifi,Min,42.0,141.6480059814442,0,,3000,42.0,1514.0,42.0,141.6480059814442,186
wifi,Number,5.5,13.5,0,,3000,3.5,13.5,5.5,13.5,7
wifi,Protocol Type,1.0,17.0,1,semantic,3000,0.0,17.0,1.0,17.0,87
wifi,Radius,0.0,435.8953640747038,0,,3000,0.0,1079.5015869140625,0.0,435.8953640747038,563
wifi,Rate,0.0,218397.7499999986,0,,3000,0.0,553148.4375,0.0,218397.7499999986,2742
wifi,SMTP,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.10000000149011612,0.0,0.0,3
wifi,SSH,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.10000000149011612,0.0,0.0,3
wifi,Srate,0.0,218397.7499999986,0,,3000,0.0,553148.4375,0.0,218397.7499999986,2742
wifi,Std,0.0,307.9771847534156,0,,3000,0.0,761.99658203125,0.0,307.9771847534156,579
wifi,TCP,0.0,1.0,1,semantic,3000,0.0,1.0,0.0,1.0,29
wifi,Telnet,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.10000000149011612,0.0,0.0,3
wifi,Tot size,42.0,460.06399383544533,0,,3000,42.0,1658.800048828125,42.0,460.06399383544533,402
wifi,Tot sum,421.8689938354492,4430.179096679662,0,,3000,203.0,23467.0,421.8689938354492,4430.179096679662,600
wifi,UDP,0.0,1.0,1,semantic,3000,0.0,1.0,0.0,1.0,37
wifi,Variance,0.0,1.0,0,,3000,0.0,1.0,0.0,1.0,66
wifi,Weight,38.5,244.60000610351562,0,,3000,15.166666984558105,244.60000610351562,38.5,244.60000610351562,7
wifi,ack_count,0.0,0.0,0,,3000,0.0,2.700000047683716,0.0,0.0,11
wifi,ack_flag_number,0.0,1.0,1,semantic,3000,0.0,1.0,0.0,1.0,80
wifi,cwr_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
wifi,ece_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.0,0.0,0.0,1
wifi,fin_count,0.0,1.0,0,,3000,0.0,3.799999952316284,0.0,1.0,93
wifi,fin_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,3000,0.0,0.10000000149011612,0.0,0.0,3
wifi,psh_flag_number,0.0,0.5,1,semantic|auto_low_cardinality,3000,0.0,0.800000011920929,0.0,0.5,19
wifi,rst_count,0.0,2453.150903320283,0,,3000,0.0,8455.0,0.0,2453.150903320283,272
wifi,rst_flag_number,0.0,0.8199999928474426,1,semantic,3000,0.0,1.0,0.0,0.8199999928474426,82
wifi,syn_count,0.0,2.0,0,,3000,0.0,2.0799999237060547,0.0,2.0,122
wifi,syn_flag_number,0.0,1.0,1,semantic,3000,0.0,1.0,0.0,1.0,83
